"grade_feedback_id","problem_log_id","teacher_xid","grade","feedback","active_batch","time_taken_seconds","created_at"
3336,156731642,861463,4,Wonderful explanation of how you find the inverse function. ,1,403,2022-07-18 15:35:07.922 -0400
3337,136434155,861463,0,Can odd numbers also be equivalent?,1,21,2022-07-18 15:35:29.220 -0400
3338,154326169,861463,1,"The ratios are not equivalent, but remember that you are comparing similiar values in both ratios not just one.",1,120,2022-07-18 15:37:30.002 -0400
3339,155285584,861463,0,Please provide more details for your reasoning. ,1,31,2022-07-18 15:38:01.412 -0400
3340,155271169,861463,1,What about the rest of the information from the story problem How is it represented in your answer choice?,1,31,2022-07-18 15:38:32.914 -0400
3341,144832074,861463,1,"While this can be AN answer, the question wants to know what that point means in terms of the story problem. ",1,57,2022-07-18 15:39:30.935 -0400
3342,136433189,861463,4,"Nice, detailed explanation.",1,22,2022-07-18 15:39:53.607 -0400
3343,155285360,861463,2,"I think you are off to a good start, but you explantation is a bit confusing. ",1,54,2022-07-18 15:40:48.480 -0400
3344,146535864,861463,0,You have to choose if the cost is less or more. ,1,28,2022-07-18 15:41:17.193 -0400
3345,155271472,861463,4,Nice work!,1,10,2022-07-18 15:41:28.156 -0400
3346,146500430,861463,4,Nice work ,1,707,2022-07-18 15:53:16.082 -0400
3347,155271659,861463,4,Good job!,1,14,2022-07-18 15:53:30.861 -0400
3348,136467777,861463,0,Can odd number be a part of equivalent ratios?,1,20,2022-07-18 15:53:51.936 -0400
3349,135389717,861463,0,Your ratios do not represent the number of eyes and legs in the picture. ,1,36,2022-07-18 15:54:28.774 -0400
3350,146500549,861463,4,Nice job!,1,48,2022-07-18 15:55:17.268 -0400
3351,136466311,861463,4,Very detailed explanation. ,1,18,2022-07-18 15:55:36.111 -0400
3352,144181415,861463,1,I appears you may be confused about which values on the graph relate to which quantity and how to notate them properly in function notation. ,1,128,2022-07-18 15:57:44.945 -0400
3353,146536330,861463,0,Please be sure to stay on task and try to answer the question being asked. ,1,29,2022-07-18 15:58:14.891 -0400
3354,136466591,861463,2,"You are off to a good start, but how can you explain how the another ratio is equivalent?",1,41,2022-07-18 15:58:56.655 -0400
3355,146536054,861463,1,"While you did pay less, the question asks for an amount. ",1,19,2022-07-18 15:59:16.063 -0400
3356,155271362,861463,0,"If you have questions, please be sure to ask. ",1,17,2022-07-18 15:59:34.096 -0400
3357,142576087,861463,4,A wonderful explanation as well as recognizing there needs to be more information provided. ,1,44,2022-07-18 16:00:18.877 -0400
3358,136433674,861463,1,How do you know they are the same if the set of numbers are different?,1,119,2022-07-18 16:02:18.556 -0400
3359,143755502,861463,0,Make sure you are looking at all of the terms. ,1,309,2022-07-18 16:07:28.995 -0400
3360,155838736,861463,4,Nice work!,1,34,2022-07-18 16:08:03.316 -0400
3361,155557006,861463,4,Good use of academic language in your response. ,1,30,2022-07-18 16:08:33.719 -0400
3362,155835070,861463,4,Nice! Thanks for showing the steps.,1,27,2022-07-18 16:09:01.310 -0400
3363,144835794,861463,4,Excellenot notice and wonders.,1,32,2022-07-18 16:09:34.714 -0400
3364,144371218,861463,4,Nice job remembering to convert to millions,1,60,2022-07-18 16:10:36.179 -0400
3365,144835414,861463,4,Great explanation,1,282,2022-07-18 16:15:19.623 -0400
3366,144838871,1199118,3,"Your reasoning makes sense, but this question is specifically asking you to  compare the 2 values given",1,234818,2022-07-18 16:53:49.081 -0400
3367,144485699,1199118,3,"Your reasoning is correct, but remember that larger values represent warmer temperatures",1,95,2022-07-18 16:55:24.810 -0400
3368,141424981,1199118,3,"This is true, but could you use numbers to be more specific?",1,38,2022-07-18 16:56:03.253 -0400
3369,154123763,1199118,1,All your numbers should be negative,1,21,2022-07-18 16:56:25.337 -0400
3370,141424612,1199118,3,Check the slope,1,46,2022-07-18 16:57:12.170 -0400
3371,132021072,1199118,3,Your first step is correct. After calculating Sarah's distance per minute you need to do the same for Eva and then compare them,1,90,2022-07-18 16:58:42.637 -0400
3372,132248161,1199118,2,You needto be more specific. What calculations did you make?,1,40,2022-07-18 16:59:23.634 -0400
3373,132248190,1199118,1,You need to divide to calculate their ratios,1,38,2022-07-18 17:00:02.764 -0400
3374,144581770,1199118,4,Good explanation of comparing negative numbers,1,24,2022-07-18 17:00:27.281 -0400
3375,132305352,1199118,1,You have to calculate the ratio for each swimmer and then compare them,1,82,2022-07-18 17:01:49.803 -0400
3376,141453513,1199118,4,Correct description of the slope in this scenario,1,108,2022-07-18 17:03:38.582 -0400
3377,153807134,1199118,0,The mean is already given. Here you should explain how to determined the missing score,1,42,2022-07-18 17:04:21.097 -0400
3378,141522745,1199118,3,Which is how much?,1,15,2022-07-18 17:04:36.879 -0400
3379,154172586,1199118,1,You should be comparing single values between -2 and -8,1,52,2022-07-18 17:05:29.867 -0400
3380,144644490,1199118,2,Your answer is correct but reasoning is incorrect. Smaller number would mean colder temperature,1,41,2022-07-18 17:06:11.010 -0400
3381,154580094,1199118,1,"You have restated your answer, not explained your reasoning",1,51,2022-07-18 17:07:03.058 -0400
3382,141933235,1199118,2,Which is how much per week?,1,15,2022-07-18 17:07:20.911 -0400
3383,154149726,1199118,4,Nice job showing the steps you took,1,28,2022-07-18 17:07:49.739 -0400
3384,144644110,1199118,2,In what direction?,1,29,2022-07-18 17:08:19.165 -0400
3385,154187696,1199118,1,"40 bears weigh between 100 and 150 lbs. That isn't what the the question is asking about",1,96,2022-07-18 17:09:55.711 -0400
3386,142085584,1199118,3,Which is how much per week?,1,30,2022-07-18 17:10:26.635 -0400
3387,142327213,1199118,2,This is not what the slope represents,1,41,2022-07-18 17:11:08.200 -0400
3388,156773069,1199118,1,Imagine cutting diagonally. What new shape is that?,1,33,2022-07-18 17:11:42.326 -0400
3389,153771796,1199118,2,These equations are correct but don't show how you calculated the 70,1,33,2022-07-18 17:12:16.239 -0400
3390,142080265,1199118,1,"40 is how much he had to start with.  The slope represents something else",1,46,2022-07-18 17:13:02.840 -0400
3391,153807174,1199118,3,Where did the 120 come from? Make sure you explain all the steps!,1,249,2022-07-18 17:17:12.085 -0400
3392,154144152,1199118,3,Would 3.5 be between -2 and -8? The other 2 inequalities are correct,1,51,2022-07-18 17:18:03.477 -0400
3393,141768776,1199118,4,Excellent explanation,1,20,2022-07-18 17:18:24.173 -0400
3394,132943963,1199118,4,Detailed explanation!,1,44,2022-07-18 17:19:08.830 -0400
3395,132353086,1199118,4,Great strategy!,1,77,2022-07-18 17:20:26.138 -0400
3396,132442742,1199118,4,Good reasoning!,1,45,2022-07-18 17:21:12.088 -0400
3397,132248341,1199118,2,And then what? Need more detail in your explanation,1,52,2022-07-18 17:22:04.496 -0400
3398,153769118,1199118,2,But what strategy did you use to find the 70?,1,39,2022-07-18 17:22:44.395 -0400
3399,156770763,1199118,2,What about 52?,1,62,2022-07-18 17:23:47.116 -0400
3400,154189538,1199118,4,It appears so,1,38,2022-07-18 17:24:25.727 -0400
3401,144583078,1199118,3,How do you know it's colder?,1,14,2022-07-18 17:24:40.129 -0400
3402,154839348,1199118,2,Not every numerical data set includes a number in its description,1,483,2022-07-18 17:32:43.836 -0400
3403,154084590,1199118,2,This is only one inequality statement. The question asks for 3,1,19,2022-07-18 17:33:03.810 -0400
3404,132520431,1199118,2,"You are correct, but you haven't explained the method you used to get the 26",1,26,2022-07-18 17:33:30.674 -0400
3405,141424567,1199118,4,That is what the slop shows,1,40,2022-07-18 17:34:10.907 -0400
3406,154086124,1199118,1,All your numbers should be negative,1,13,2022-07-18 17:34:24.168 -0400
3407,154192851,1199118,1,"Remember you are working with negative numbers here. Which ones are actually greater? Also, the question asks for 3 inequalities. You have only provided 2",1,46,2022-07-18 17:35:10.343 -0400
3408,141891911,1199118,1,This is true but it is not what the slope specifically represents,1,22,2022-07-18 17:35:32.656 -0400
3409,141953013,1199118,3,Check your calculation of slope,1,53,2022-07-18 17:36:26.769 -0400
3410,144444719,1199118,4,Good way to explain it,1,17,2022-07-18 17:36:44.006 -0400
3411,141453089,1199118,4,Good description,1,14,2022-07-18 17:36:58.535 -0400
3412,132016323,1199118,4, excellent and thorough explanation,1,55,2022-07-18 17:37:54.107 -0400
3413,132019866,1199118,3,"Good method, but how did you know who was faster in the end?",1,84,2022-07-18 17:39:18.842 -0400
3414,141453365,1199118,2,"This is true, but what does the slope specifically represent?",1,30,2022-07-18 17:39:49.993 -0400
3415,144765706,1199118,3,Does closer to zero always mean larger?,1,19,2022-07-18 17:40:09.671 -0400
3416,141424635,1199118,3,"Correct, which is how much?",1,9,2022-07-18 17:40:19.784 -0400
3417,154088030,1199118,2,All your values should be negative,1,11,2022-07-18 17:40:31.248 -0400
3418,142378339,1199118,1,What does the slope specifically show? Use numbers in your explanation,1,61,2022-07-18 17:41:33.442 -0400
3419,154085861,1199118,1,All of your values should be negative,1,15,2022-07-18 17:41:49.416 -0400
3420,137629527,1199118,1,Something is wrong with Elena's method,1,122,2022-07-18 17:43:51.850 -0400
3421,154122044,1199118,3,Your inequality is true but is technically not three separate inequality statements,1,48,2022-07-18 17:44:40.488 -0400
3422,154087889,1199118,2,Reread the question carefully1 What numbers shouldn't be included?,1,59,2022-07-18 17:45:40.268 -0400
3423,156771272,1199118,4,Good method,1,20,2022-07-18 17:46:01.346 -0400
3424,141453170,1199118,2,"This may be true, but it isn't exactly what the slope represents",1,25,2022-07-18 17:46:27.430 -0400
3425,153774309,1199118,1,Why did you divide by 4? How did you calculate the 70?,1,44,2022-07-18 17:47:12.364 -0400
3426,153807149,1199118,3,Your explanation is missing a few steps,1,25,2022-07-18 17:47:37.964 -0400
3427,132549333,1199118,4,Good strategy,1,68,2022-07-18 17:48:46.793 -0400
3428,154087921,1199118,2,Reread the question. Which numbers should not be included in your answer?,1,27,2022-07-18 17:49:13.941 -0400
3429,141453310,1199118,4,Good description,1,14,2022-07-18 17:49:28.796 -0400
3430,154858268,1199118,1,Think about what kind of answers you are getting from the students. ,1,59,2022-07-18 17:50:29.009 -0400
3431,154085824,1199118,3,This is true but it is not three inequality statements like the question asks for,1,55,2022-07-18 17:51:24.165 -0400
3432,154175971,1199118,1,Why? Or how? You can't change numbers for no reason,1,49,2022-07-18 17:52:14.278 -0400
3433,154861513,1199118,3,Numbers is a good key word but it won't always mean it's numerical,1,42,2022-07-18 17:52:56.913 -0400
3434,156772522,1199118,1,Think about what she poured in. What does that show about the amunts?,1,43,2022-07-18 17:53:40.439 -0400
3435,156798785,3097639,1,State the shapes. ,3,19,2022-07-18 18:41:36.200 -0400
3436,137179231,3097639,1,Check your response.,3,13,2022-07-18 18:41:49.885 -0400
3437,144644490,3097639,1,Compare average temperature to lowest. ,3,20,2022-07-18 18:42:10.680 -0400
3438,156771247,3097639,4,Awesome!,3,11,2022-07-18 18:42:22.268 -0400
3439,156769873,3097639,3,State whether Coach Harris is correct or incorrect.,3,57,2022-07-18 18:43:20.215 -0400
3440,156797555,3097639,1,They have the same measurements.,3,14,2022-07-18 18:43:35.276 -0400
3441,154087889,3097639,1,You cannot include -2 and -8. ,3,34,2022-07-18 18:44:10.339 -0400
3442,141952268,3097639,4,Nice!,3,8,2022-07-18 18:44:19.151 -0400
3443,156772665,3097639,1,They have the same measurements. ,3,13,2022-07-18 18:44:32.398 -0400
3444,156772351,3097639,1,The squares were divided in half.,3,14,2022-07-18 18:44:47.294 -0400
3445,141482836,3097639,4,Nice!,3,8,2022-07-18 18:44:55.538 -0400
3446,156797449,3097639,1,The squares were divided in half.,3,12,2022-07-18 18:45:08.295 -0400
3447,156797184,3097639,1,State the shapes. ,3,8,2022-07-18 18:45:16.957 -0400
3448,156771995,3097639,1,State the shapes. ,3,43,2022-07-18 18:46:00.505 -0400
3449,156797290,3097639,1,State the shapes. ,3,41,2022-07-18 18:46:42.157 -0400
3450,142070546,3097639,3,Check how much the savings increased. ,3,46,2022-07-18 18:47:28.688 -0400
3451,156799620,3097639,4,Nice!,3,8,2022-07-18 18:47:37.268 -0400
3452,156772371,3097639,1,The squares were divided in half. ,3,128,2022-07-18 18:49:46.249 -0400
3453,154192851,3097639,1,Check your responses. ,3,17,2022-07-18 18:50:03.670 -0400
3454,156771851,3097639,3,State your responses clearly. ,3,52,2022-07-18 18:50:56.195 -0400
3455,144503470,3097639,4,Nice!,3,39,2022-07-18 18:51:35.469 -0400
3456,156797481,3097639,0,They have the same measurements. ,3,12,2022-07-18 18:51:47.765 -0400
3457,156773069,3097639,1,The squares were divided in half. ,3,21,2022-07-18 18:52:09.067 -0400
3458,156797087,3097639,4,Nice!,3,26,2022-07-18 18:52:35.764 -0400
3459,156799799,3097639,1,State the shapes. ,3,11,2022-07-18 18:52:46.990 -0400
3460,156770171,3097639,4,Awesome!,3,11,2022-07-18 18:52:59.055 -0400
3461,156772710,3097639,1,They have the same measurements. ,3,83,2022-07-18 18:54:22.395 -0400
3462,154861513,3097639,4,Nice!,3,26,2022-07-18 18:54:49.478 -0400
3463,156770228,3097639,1,State whether a height has the same amount of x's as 53 1/2 inches. ,3,312,2022-07-18 19:00:02.137 -0400
3464,153804023,3097639,4,Nice!,3,11,2022-07-18 19:00:13.378 -0400
3465,156769860,3097639,2,State what you counted. ,3,49,2022-07-18 19:01:03.170 -0400
3466,156797161,3097639,1,The squares were divided in half. ,3,39,2022-07-18 19:01:42.914 -0400
3467,154842552,3097639,4,That is true!,3,117,2022-07-18 19:03:40.515 -0400
3468,156771272,3097639,4,Awesome!,3,7,2022-07-18 19:03:47.953 -0400
3469,156772699,3097639,1,They have the same measurements. ,3,11,2022-07-18 19:04:00.061 -0400
3470,154172557,3097639,1,You are missing 2 inequality statements. ,3,92,2022-07-18 19:05:32.469 -0400
3471,156770129,3097639,4,Awesome!,3,65,2022-07-18 19:06:38.307 -0400
3472,156809412,3097639,1,State who is correct. ,3,14,2022-07-18 19:06:52.459 -0400
3473,156771167,3097639,4,Awesome!,3,12,2022-07-18 19:07:04.576 -0400
3474,132016323,3097639,4,Awesome!,3,25,2022-07-18 19:07:30.046 -0400
3475,156769823,3097639,4,Nice!,3,23,2022-07-18 19:07:53.586 -0400
3476,156797464,3097639,0,Each row has fractions that are equal and unequal. ,3,404,2022-07-18 19:14:38.631 -0400
3477,156797804,3097639,1,Choose between Susan and Cristina's opinion.,3,29,2022-07-18 19:15:08.731 -0400
3478,156797592,3097639,0,State the shapes. ,3,15,2022-07-18 19:15:23.950 -0400
3479,154086124,3097639,1,Use the negative numbers that were given. ,3,30,2022-07-18 19:15:54.821 -0400
3480,154072386,3097639,1,Explain why you divided the two numbers. ,3,27,2022-07-18 19:16:22.631 -0400
3481,156771455,3097639,1,Check your response.,3,88,2022-07-18 19:17:51.393 -0400
3482,156770292,3097639,1,Check your response.,3,15,2022-07-18 19:18:06.721 -0400
3483,154570909,3097639,4,Nice!,3,25,2022-07-18 19:18:32.335 -0400
3484,156796893,3097639,1,State the shapes. ,3,9,2022-07-18 19:18:41.460 -0400
3485,156796398,3097639,1,Each row has equal and unequal fractions.,3,28,2022-07-18 19:19:09.975 -0400
3486,156799971,3097639,1,Choose between Susan and Cristina.,3,59,2022-07-18 19:20:09.464 -0400
3487,156771255,3097639,4,Awesome!,3,10,2022-07-18 19:20:20.371 -0400
3488,156808005,3097639,1,State which ones are equal and not equal.,3,25,2022-07-18 19:20:46.361 -0400
3489,156797458,3097639,1,State the shapes. ,3,10,2022-07-18 19:20:56.598 -0400
3490,156796712,3097639,1,The squares were divided in half. ,3,12,2022-07-18 19:21:08.902 -0400
3491,132784282,3097639,4,Awesome!,3,57,2022-07-18 19:22:06.664 -0400
3492,156796601,3097639,1,Count all of the x's for each height. ,3,83,2022-07-18 19:23:29.977 -0400
3493,144583078,3097639,2,Compare average temperature to the lowest temperature.,3,48,2022-07-18 19:24:18.385 -0400
3494,144644466,3097639,4,Correct!,3,11,2022-07-18 19:24:29.567 -0400
3495,156769854,3097639,4,Awesome!,3,8,2022-07-18 19:24:38.295 -0400
3496,156797755,3097639,1,State the shape. ,3,29,2022-07-18 19:25:08.148 -0400
3497,156808016,3097639,4,Awesome!,3,6,2022-07-18 19:25:14.997 -0400
3498,154087921,3097639,1,You cannot use -2 and -8. ,3,17,2022-07-18 19:25:32.515 -0400
3499,156796644,3097639,1,They are the same measurement. ,3,18,2022-07-18 19:25:51.721 -0400
3500,156797174,3097639,1,The squares are divided in half. ,3,20,2022-07-18 19:26:12.383 -0400
3501,156771364,3097639,1,Each row has equal and unequal fractions.,3,14,2022-07-18 19:26:27.358 -0400
3502,156797432,3097639,1,State the shapes.,3,9,2022-07-18 19:26:36.904 -0400
3503,156770763,3097639,1,Count all of the x's for each height.,3,23,2022-07-18 19:27:00.584 -0400
3504,156772042,3097639,1,State the shapes. ,3,13,2022-07-18 19:27:14.691 -0400
3505,156771199,3097639,4,Awesome!,3,9,2022-07-18 19:27:24.701 -0400
3506,156771277,3097639,4,Awesome!,3,11,2022-07-18 19:27:36.796 -0400
3507,156771570,3097639,1,State how you found your answer. ,3,213,2022-07-18 19:31:11.226 -0400
3508,156797647,3097639,1,They have the same measurements. ,3,11,2022-07-18 19:31:23.213 -0400
3509,156798806,3097639,1,State the shapes.,3,20,2022-07-18 19:31:44.232 -0400
3510,156772522,3097639,1,They have the same measurements. ,3,24,2022-07-18 19:32:09.003 -0400
3511,156770853,3097639,1,Count all of the x's for each height. ,3,17,2022-07-18 19:32:26.196 -0400
3512,156770231,3097639,1,Count all of the x's for each height. ,3,16,2022-07-18 19:32:43.084 -0400
3513,156798863,3097639,1,They have the same measurements. ,3,16,2022-07-18 19:32:59.199 -0400
3514,156770515,3097639,1,State what you counted. ,3,29,2022-07-18 19:33:29.080 -0400
3515,154551170,654406,4,Nice job showing reasoning of MAD.,2,23015,2022-07-18 19:54:15.216 -0400
3516,154551174,654406,4,Nice job showing reasoning of MAD.  ,2,17,2022-07-18 19:54:33.050 -0400
3517,154085824,654406,4,Great job understanding the three different inequality statements within this representation.  ,2,97,2022-07-18 19:56:10.725 -0400
3518,154144152,654406,4,"Great job, although I think you lost the ""-"" on the last statement..  ",2,50,2022-07-18 20:32:34.040 -0400
3519,141424567,654406,4,Well done in understanding the constant growth in the graph.  ,2,27,2022-07-18 20:33:02.177 -0400
3520,153771796,654406,4,Great job showing your reasoning.  ,2,21,2022-07-18 20:33:23.682 -0400
3521,154220977,654406,2,"This is an accurate statement; however, the problem asked for a description about the HEAVIEST bear. What additional information can you add?",2,57,2022-07-18 20:34:21.743 -0400
3522,154220343,654406,3,Be clear when you state an answer.  It would be more clear to say the weight is in the range of 500-550.  ,2,62,2022-07-18 20:35:24.712 -0400
3523,154189538,654406,4,Very clearly stated.  ,2,15,2022-07-18 20:35:39.879 -0400
3524,154550565,654406,4,Reasoning clearly shown!,2,15,2022-07-18 20:35:55.167 -0400
3525,154550600,654406,2,"Make sure your work makes sense.  If the sum is 62, how can you divide by 10 and get 7.4?",2,54,2022-07-18 20:36:49.469 -0400
3526,154280800,654406,4,Nice job.  ,2,17,2022-07-18 20:37:07.366 -0400
3527,153769176,654406,4,Well done showing your work to calculate the third player.  ,2,22,2022-07-18 20:37:29.573 -0400
3528,142377757,654406,4,Great job understanding the constant growth.  ,2,38,2022-07-18 20:38:07.972 -0400
3529,154088094,654406,1,"Your comparisons are great, however, you were asked to used numbers between -2 and -8.  ",2,55,2022-07-18 20:39:03.212 -0400
3530,137253603,654406,3,"You are correct that Elena is correct except for her reflection, but you haven't quite fixed it.  What is the line of reflection?",2,207,2022-07-18 20:42:31.341 -0400
3531,153807133,654406,0,I do not see the third player that would equal a mean of 40 between the 3.  Your work does not show how to get to 40.  ,2,10972,2022-07-18 23:45:23.924 -0400
3532,154219411,654406,1,"Be clear with your statements.  I believe you mean the lowest amount of bears, but it can be read as the lowest weight as well.  What can you tell us about the weight of this bear?",2,58,2022-07-19 09:28:41.512 -0400
3533,154559691,654406,4,Great reasoning on MAD.,2,25,2022-07-19 09:29:07.259 -0400
3534,154172586,654406,0,This is not an inequality statement.  It looks like you are trying to compare coordinate points; not points on a number line.  A statement with these numbers could be -3 > -5,2,78,2022-07-19 09:30:25.885 -0400
3535,154086674,654406,4,Great job comparing numbers using inequalities.  ,2,29,2022-07-19 09:30:55.604 -0400
3536,154558819,654406,0,"9 divided by 12 = 9/12 = 3/4 = 0.75  However, why did you start with 9/12 to calculate MAD?",2,69,2022-07-19 09:32:05.070 -0400
3537,138059511,654406,0,This problem did not ask for congruency.  It asked for the transformations that change the smaller quadrilateral into the larger one.  ,2,61,2022-07-19 09:33:06.726 -0400
3538,141453089,2835460,4,Yes.  Nice job finding the unit rate,3,35,2022-07-19 09:50:22.335 -0400
3539,154192851,654406,1,"As numbers get ""less"" negative; they are closer to zero (farther to right on number line) and greater in value.  ",2,1181,2022-07-19 09:52:48.657 -0400
3540,154188555,654406,2,That is accurate.  Can you describe anything about the weight of the heaviest bear?,2,29,2022-07-19 09:53:18.735 -0400
3541,144444719,2835460,3,Can you explain more about what to the left of the zero represents to you?,3,203,2022-07-19 09:53:46.516 -0400
3542,154087921,2835460,4,Nice work,3,36,2022-07-19 09:54:23.159 -0400
3543,154168569,2835460,0,Go back and look at your notes on how to find a mean,3,30,2022-07-19 09:54:53.362 -0400
3544,154123763,654406,0,You were asked to use numbers between -2 and -8 and ONLY > and < symbols.  ,2,287,2022-07-19 09:58:06.160 -0400
3545,154856518,2835460,3,can you give an example of a categorical data set. ,3,486,2022-07-19 10:03:00.076 -0400
3546,141522745,654406,3,Great job describing the relationship that is changing.  What is the exact growth in time?,2,297,2022-07-19 10:03:04.137 -0400
3547,154088030,2835460,0,Go back and reread parts one and two,3,32,2022-07-19 10:03:32.750 -0400
3548,154085861,654406,2,"These are correct inequalities; however, you were asked to use numbers between -2 and -8.  ",2,38,2022-07-19 10:03:42.567 -0400
3549,154190066,654406,2,"That is an accurate description; however, what can you tell us about the heaviest bear's weight?",2,26,2022-07-19 10:04:08.934 -0400
3550,153807174,654406,3,Why is the difference from 120 leading to the score of the third player?  Make sure you show ALL of your reasoning.  ,2,304,2022-07-19 10:09:13.328 -0400
3551,154172839,654406,1,"These are correct statements; however, you were asked to write inequalities with numbers between -2 and -8 using < and > ONLY.  ",2,43,2022-07-19 10:09:56.530 -0400
3552,154569762,654406,3,"Your reasoning for ""total distance from 9"" needs to be shown or explained a little more clearly.  ",2,47,2022-07-19 10:10:44.358 -0400
3553,156796644,654406,0,"While the beakers are different, it states that they both hold exactly 1 liter and have BOTH been filled with 1/2 liter of liquid.  ",2,58,2022-07-19 10:11:42.705 -0400
3554,154088338,654406,4,Great job combining three statements into this representation.  ,2,26,2022-07-19 10:12:09.129 -0400
3555,154569794,654406,2,Can you show your reasoning a little more on how you get sum=74?,2,34,2022-07-19 10:12:43.914 -0400
3556,154072386,654406,0,"If we are shooting for a mean of 40, how are you getting that in your reasoning?  The three players scores should share to give 40.  ",2,397,2022-07-19 10:19:21.531 -0400
3557,132019866,2835460,3,Can you assign units to the numbers,3,959,2022-07-19 10:19:32.865 -0400
3558,154212516,654406,1,"This is correct, however you were asked to stick to numbers between -2 and -8.  Also, you need two more statements.  ",2,38,2022-07-19 10:19:59.900 -0400
3559,154135735,2835460,1,Go back and look at the number line you created in part one and reread part 2,3,29,2022-07-19 10:20:02.154 -0400
3560,154173602,654406,4,Great job on your inequalities.  ,2,14,2022-07-19 10:20:14.175 -0400
3561,144199600,654406,4,Well done using a number line orientation to think through the values.  ,2,39,2022-07-19 10:20:53.463 -0400
3562,154220378,654406,4,Great job understanding the histogram.  ,2,19,2022-07-19 10:21:12.906 -0400
3563,141522745,2835460,3,Yes.  Can you take it one step further and find the amount of money per each week,3,94,2022-07-19 10:21:37.276 -0400
3564,154168312,654406,3,"Which symbol, < or > would you use for your inequalities?",2,24,2022-07-19 10:21:37.972 -0400
3565,141768776,2835460,4,Nice job being precise with units,3,24,2022-07-19 10:22:01.885 -0400
3566,144098695,2835460,3,Yes.  How do you know -55 would become a positive before -62?,3,36,2022-07-19 10:22:38.240 -0400
3567,154072386,2835460,2,Can you explain what the 70 represents? How do you find the mean of three numbers?,3,38,2022-07-19 10:23:16.389 -0400
3568,154122044,2835460,2,Your inequality is true.  You need to reread part 2 and redo your answer,3,41,2022-07-19 10:23:57.976 -0400
3569,154088338,2835460,2,Your inequality is true.  You need to go back and reread part 2 and redo your answer,3,51,2022-07-19 10:24:49.675 -0400
3570,132093750,2835460,4,Good,3,98,2022-07-19 10:26:28.458 -0400
3571,154149726,2835460,4,Nice work,3,33,2022-07-19 10:27:02.013 -0400
3572,156809412,2835460,0,Go back and reread the question,3,21,2022-07-19 10:27:23.247 -0400
3573,145023631,2835460,3,Yes.  How do you know?,3,21,2022-07-19 10:27:45.322 -0400
3574,154123209,654406,1,"You used the correct numbers, however negative integers get greater in values as they get ""less"" negative and closer to 0 on a number line (farther to the right).  ",2,384,2022-07-19 10:28:02.678 -0400
3575,154130666,654406,4,Great job including three relationships in this statements.  ,2,17,2022-07-19 10:28:20.479 -0400
3576,156771277,2835460,4,yes.  ,3,46,2022-07-19 10:28:32.062 -0400
3577,154219296,654406,2,That is correct; however what can you say about the bear's weight?,2,29,2022-07-19 10:28:49.610 -0400
3578,144765706,2835460,3,Yes.  What does the distance from zero represent?,3,28,2022-07-19 10:29:00.352 -0400
3579,154086124,2835460,0,Go back and reread both parts and redo both parts.,3,20,2022-07-19 10:29:20.910 -0400
3580,137098627,2835460,4,Nice job,3,16,2022-07-19 10:29:37.220 -0400
3581,153774309,654406,2,"Why are you convinced this is the correct reasoning?  How does it lead you back to the evidence in the problem?  Also, why are you dividing by 4?",2,49,2022-07-19 10:29:39.673 -0400
3582,154557230,654406,0,"9 divided by 12 = 9/12 = 3/4 = 0.75  Also, why did you pick 9 and 12 from this problem for calculating MAD?",2,756,2022-07-19 10:42:16.902 -0400
3583,154189800,654406,2,Please be clear.  What are you saying with the range 500-550?  Number of bears?  Weight of bears?,2,1148,2022-07-19 11:01:25.930 -0400
3584,154087889,654406,3,"These are all correct comparisons; however, you were asked to compare numbers between -2 and -8.  ",2,47,2022-07-19 11:02:13.340 -0400
3585,153807149,654406,1,Why does adding the mean to 30 lead to the correct answer?,2,50,2022-07-19 11:03:03.478 -0400
3586,153769182,654406,4,Great job showing how the three scores lead to a mean of 40.  ,2,19,2022-07-19 11:03:22.773 -0400
3587,154832397,654406,2,"Involving numbers isn't enough.  More importantly, the data collected is numerical.  ",2,28,2022-07-19 11:03:51.500 -0400
3588,154172557,654406,2,Great start.  What about two additional statements?,2,17,2022-07-19 11:04:08.913 -0400
3589,154122150,654406,4,Great way to show three statements within one representation.  ,2,23,2022-07-19 11:04:32.591 -0400
3590,154135735,654406,0,"Unfortunately, you do not have three statements nor do you have the greater integers shown correctly.  Remember, negative numbers have a greater value when they are ""less"" negative, closer to 0, farther towards the right (positive numbers).  ",2,80,2022-07-19 11:05:53.497 -0400
3591,154580542,654406,2,How did you reason the 74 in your work?,2,16,2022-07-19 11:06:10.148 -0400
3592,154581491,654406,2,Once you found the differences from the mean; did you find the sum of all the differences?  Then divide by the number of data points?,2,48,2022-07-19 11:06:58.407 -0400
3593,137403540,654406,4,Great job explaining what is correct and how to fix the incorrect.  ,2,49,2022-07-19 11:07:48.177 -0400
3594,154149726,654406,4,Fantastic strategy for sharing the difference from the mean with all of the data points.  ,2,30,2022-07-19 11:08:19.278 -0400
3595,153807134,654406,0,That information was given with the problem.  What about the score of the third player?,2,111,2022-07-19 11:10:10.486 -0400
3596,153804023,654406,3,Good reasoning; small math error.  What are the scores of the three players?  Reread the problem before answering.  ,2,46,2022-07-19 11:10:56.641 -0400
3597,137455746,654406,2,"You are correct that the dilation does not need changed and the reflection does, however, the line CD does not lead to the correct reflection.  ",2,61,2022-07-19 11:11:58.770 -0400
